id,University,College,Department,Position,Name,Title,Bio,Research,Interests
143,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,Qing Li,"Assistant Professor, Electrical and Computer Engineering","Bio Dr. Qing Li received a B.E. from Tsinghua University in 2006 and a Ph.D. from Georgia Institute of Technology in 2013. His doctoral research was supervised by Prof. Ali Adibi and focused on developing optical signal processing technologies in both silicon and silicon nitride platforms. During 2013-2018, he worked as a CNST/UMD postdoctoral researcher in National Institute of Standards and Technology. His work with Dr. Kartik Srinivasan at NIST developed techniques for chip-scale quantum frequency conversion, octave-spanning microresonator frequency combs for optical frequency synthesis, and photonic interfaces for interrogating rubidium atomic systems. For his work, Qing Li has received the Outstanding Graduate Student (Colonel Oscar P. Cleaver) Award and Sigma Xi Best Ph.D. Thesis Award from Georgia Institute of Technology. He also won the Sigma Xi Most Outstanding Poster in Modeling, Simulation and Physics in NIST. ",,
144,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,Tze Meng Low,"Assistant Research Professor, Electrical and Computer Engineering","Bio Tze Meng Low is an Assistant Research Professor with the Department of Electrical and Computer Engineering at Carnegie Mellon University. He graduated from the University of Texas at Austin with an M.S.(C.S) in 2004, and a Ph.D. in Computer Science in 2013. His research focuses on the systematic derivation and implementation of high-performance algorithms through the use of formal methods and analytical models. His goal is to achieve performance portability across both architectures and domains by understanding and capturing the interaction between software algorithms and hardware features through analytical models so as to build better code-generators, and/or software libraries for emerging domains and architectures. ",,
145,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,Brandon Lucia,"Assistant Professor, Electrical and Computer Engineering","Bio             Brandon Lucia is an Assistant Professor of Electrical and Computer Engineering at Carnegie Mellon University. Lucias research spans programming languages, software and hardware computer systems, and computer architecture. Lucias lab is defining the area of intermittent computing on batteryless, energy-harvesting devices, as well as designing reliable, low-latency, high-throughput parallel cloud and edge computing systems. Lucias cross-cutting computer systems research has led to a 2018 NSF CAREER Award, the 2018 ASPLOS Best Paper Award, three IEEE MICRO Top Picks in Computer Architecture (2009, 2010, 2016), a 2015 OOPSLA Best Paper Award, the 2015 Bell Labs Prize, a 2016 Google Faculty Award, and an appointment to the DARPA ISAT study group. More information on his lab, which is supported by NSF, Intel, Google, SRC, the Kavcic-Moura Fund, and Disney Research, can be found here. Please visit Lucias personal webpage is and his bands webpage.                                     Research Keywords  Intersection of computer architecture, computer systems, and programming languages  Intermittent computing on batteryless, energy-harvesting devices Parallel computing Parallel graph processing Improving programmability, reliability, and efficiency of computing systems Efficient, energy-aware edge computing      Assistant Website      Related news   Friday, May 24, 2019 Lucia quoted on novel memory compression technique  ECE’s Brandon Lucia was recently quoted in a Technology Networks article about a novel memory compression technique developed by MIT researchers.     Monday, April 22, 2019 Intelligence beyond the edge Lucia, Beckmann, and their student present first-ever demonstration of machine learning inference using deep neural networks on a batteryless, intermittent computing device at ASPLOS 2019.     Wednesday, November 07, 2018 Graph reordering for an optimal future In a paper granted the Best Paper Award at the IEEE International Symposium on Workload Characterization (IISWC) 2018, Vignesh Balaji, a Ph.D. candidate in electrical and computer engineering, and assistant professor Brandon Lucia investigated how the performance of graph processing applications could be improved using a technique called Graph Reordering.     Thursday, March 29, 2018 Lucia and students receive Best Paper Award at ASPLOS Brandon Lucia, Alexei Colin, and Emily Ruppel received a Best Paper Award at the 23rd Association for Computing Machinery’s International Conference on Architectural Support for Programming Languages and Operating Systems (ASPLOS).     Wednesday, January 25, 2017 Lucia featured in People of ACM Brandon Lucia was featured in ACM’s People of ACM bulletin, a bulletin that “highlights the unique scientific accomplishments and compelling personal attributes of ACM members who are making a difference in advancing computing as a science and a profession.     Wednesday, January 10, 2018 Lucia receives NSF CAREER grant for energy-harvesting devices Brandon Lucia, assistant professor of electrical and computer engineering, has been awarded a National Science Foundation (NSF) CAREER Award supporting his research on the next generation of reliable, capable intermittent computer systems. Lucia will receive a $654,500 grant over the next five years to further his research on energy-harvesting devices.     Tuesday, June 06, 2017 Lucia quoted on Intel’s new chip in Popular Science Intel has developed the most powerful computer desktop chip for consumers. The Core i9 Extreme Edition processor is the first chip to break the teraflop barrier and can accomplish a trillion computational operations every second. ECE’s Brandon Lucia explains just how powerful the new chip really is.      Friday, January 06, 2017 Lucia’s paper selected as IEEE Micro’s Top Picks in Computer Architecture A paper from Brandon Lucia and his research group has been selected as one of IEEE Micro’s 12 top picks of all computer architecture papers published in 2016.     Friday, October 28, 2016 Making energy-harvesting computers reliable Lucia and student created the first programming language designed to build reliable software for intermittent, energy-harvesting computers.     Tuesday, August 09, 2016 Lucia receives NSF grant to improve the reliability of parallel computer systems The project proposes a new system design that will prevent incorrectly written programs from leading to potentially dangerous and incorrect behavior.      Wednesday, July 13, 2016 Lucia elected to DARPA’s ISAT Study Group Brandon Lucia has been elected to DARPA’s ISAT (Information Science and Technology) study group for a three-year term from 2016-2019. ISAT comprises about 30 leading researchers in academia and industry who identify and explore emerging inflection points broadly related computing in the context of national security.      Monday, April 04, 2016 Disney and CMU develop debugging method free of energy interference Researchers at Disney Research and Carnegie Mellon University (CMU) have developed a system for finding computer bugs in small devices that scavenge their energy from their environment and are subject to intermittent power failures.       Monday, January 11, 2016 Meet the new ECE faculty members As a new semester begins, we welcome three new faculty members to ECE. Meet Brandon Lucia, Swarun Kumar, and Maysam Chamanzar.           Apply now   Admissions FAQ   Information for California programs   Map & directions   Careers   Contact         Undergraduate portal   Graduate portal   Faculty & staff portal   Alumni   Directory                     Electrical and Computer Engineering                                 College of Engineering                 Carnegie Mellon University     5000 Forbes Avenue     Pittsburgh, PA 15213   Legal Info www.cmu.edu  © 2016 Carnegie Mellon University        ———          Search   Search  Search this site only   Electrical and Computer Engineering ▾▾               About                          Faculty and staff                          Contact                          Alumni council                          Employment opportunities                          History                          Visitor information                          Giving                          Strategic plan                          Facts and rankings                          Faculty awards                          Recruiting                          Corporate relations                          Sponsorships                            Admissions                          Graduate application deadlines                          Graduate application guidelines                          Graduate requirements                          Graduate FAQ                          Additional information for California programs                            Academics                          B.S. in ECE                          Courses                          Academic guide                          Concentration                          Research                          Study abroad                          Cooperative education program                          Summer internship                            Integrated B.S./M.S                          M.S. in ECE                          Locations                          Africa                          Silicon Valley                          Thailand                            Requirements                          Concentrations                          Courses                            M.S. in Software Engineering                          Requirements                          Courses                            M.S./MBA                          Ph.D. in ECE                          Locations                          Pittsburgh                          Portugal                          Silicon Valley                          Thailand                          Washington, D.C.                            Requirements                          Course breadth requirements                          Breadth areas                          Progress review                          Qualifying exam                          Prospectus                          Thesis and defense                          Fellowship opportunities                          Courses                          Project report                              Student resources                          Alumni advising                          Career opportunities                          Commencement awards                          Traditions                          Organizations                          Diversity, Inclusion & Outreach Committee                            Research                          Research labs                          Research centers                            Alumni                          Alumni events                          Alumni headlines                          Alumni advisor network                            News and events                          News                          ECE seminars                          Diploma ceremony                            Directory                          Faculty                          Courtesy faculty                          Adjunct faculty                          Staff                  _ujv=1.5; ",,
146,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,Ken Mai,"Principal Systems Scientist, Electrical and Computer Engineering","Bio Ken Mai received his B.S., M.S., and Ph.D. degrees in electrical engineering from Stanford University. He is currently a Principal Systems Scientist in the Electrical and Computer Engineering Department at Carnegie Mellon University. His research interests are in high-performance circuit design, secure IC design, radiation hardening by design, reconfigurable computing, and computer architecture. He was the recipient of an NSF CAREER award, the George Tallman Ladd Research Award, and the Eta Kappa Nu Excellence in Teaching Award. He is a member of Phi Beta Kappa and IEEE. ",,
147,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,Diana Marculescu,"David Edward Schramm Professor, Electrical and Computer Engineering","Bio             Diana Marculescu received the Dipl.Ing. degree in computer science from the Polytechnic University of Bucharest, Bucharest, Romania, and the Ph.D. degree in computer engineering from the University of Southern California, Los Angeles, CA, in 1991 and 1998, respectively. She is the David Edward Schramm Professor in the Department of Electrical and Computer Engineering, Carnegie Mellon University. Dr. Marculescu has served as Associate Department Head for Academic Affairs (2014-2018) and is the Founding Director for the College of Engineering Center for Faculty Success at CMU. Her current research interests include energy- and reliability-aware computing, hardware aware machine learning applications, and computing for sustainability and life science applications. Dr. Marculescu was a recipient of the National Science Foundation Faculty Career Award from 2000 to 2004, the ACM SIGDA Technical Leadership Award in 2003, the Carnegie Institute of Technology George Tallman Ladd Research Award in 2004, and Best Paper Awards at the IEEE Asia and South Pacific Design Automation Conference (2005), IEEE International Conference on Computer Design (2008), International Symposium on Quality Electronic Design (2009), ACM Great Lakes Symposium on VLSI (2017), and IEEE Trans. on Very Large Scale Integrated (VLSI) Systems (2011, 2018). She was an IEEE Circuits and Systems Society Distinguished Lecturer from 2004 to 2005 and the Chair of the Association for Computing Machinery (ACM) Special Interest Group on Design Automation from 2005 to 2009. She is an IEEE Fellow and an ACM Distinguished Scientist. Dr. Marculescu served as chair for several conferences and symposia, and as editor for multiple journals. She was the Technical Program Chair of the ACM/IEEE International Workshop on Logic and Synthesis in 2004, the ACM/IEEE International Symposium on Low Power Electronics and Design in 2006, and the General Chair of the same symposia in 2003 and 2007, respectively. Dr. Marculescu also served as the Technical Program Chair of the IEEE/ACM International Symposium on Networks-on-Chip in 2012, the IEEE/ACM International Conference on Computer-Aided Design in 2013, and as the General Chair for the same conferences in 2015. She has served as an Associate Editor for the IEEE Transactions on VLSI Systems, the IEEE Transactions on Computers, the IEEE Computer Architecture Letters, and the ACM Transactions on Design Automation of Electronic Systems. Dr. Marculescu was an ELATE Fellow (2013-2014), and the recipient of an Australian Research Council Future Fellowship (2013-2017) and the Marie R. Pistilli Women in EDA Achievement Award (2014). ",,
148,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,Radu Marculescu,"Kavčić-Moura Professor, Electrical and Computer Engineering","Bio Radu Marculescu is the Kavčić-Moura Professor of Electrical and Computer Engineering at Carnegie Mellon University. He received his Ph.D. in Electrical Engineering from the University of Southern California in 1998. Radus current research focuses on developing methods and tools for modeling and optimization of embedded systems, cyber-physical systems, social networks, and biological systems. For his work on design automation and embedded systems design, he has received the Donald O. Pederson Best Paper Award from the IEEE Trans. of Computer-Aided Design of Integrated circuits and Systems in 2012, the Best Paper Award of IEEE Trans. on VLSI Systems in 2018, 2011, and 2005, the 10-Year Retrospective Most Influential Paper Award from the Asia and South Pacific Design Automation Conference in 2013, as well as several best paper awards in major conferences and symposia. Radu currently serves as the Editor-in-Chief of Foundations & Trends of Electronic Design Automation and Associate Editor-in-Chief of IEEE Transactions on Multi-Scale Computing Systems. Over the years, he has served as an Associate Editor of IEEE Trans. on Computers, IEEE Trans. on Computer-Aided Design of Circuits and Integrated Systems, IEEE Trans. on VLSI, ACM Trans. on Embedded Computing Systems, ACM Trans. on Design Automation of Embedded Systems, PeerJ. He was an ACM Distinguished Speaker (2009-2012). He has been involved in organizing many international conferences, symposia, workshops, and tutorials, as well as guest editor of several special issues in archival journals and magazines. Most recently, he was the General co-Chair of 10th edition of the Cyber-Physical Systems Week held in Pittsburgh in April 2017. Radu is a Fellow of IEEE cited for his contributions to the design and optimization of on-chip communication for embedded multicore systems. ",,
149,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,Piotr Mardziel,"Systems Scientist, Electrical and Computer Engineering","Bio             Piotr Mardziel is a systems scientist in Electrical and Computer Engineering at Carnegie Mellon University. His research revolves around interpretability and accountability for privacy and fairness in machine learning pipelines. His work also includes probabilistic programming and formal methods with applications to privacy and information security. Prior to joining CMU, Piotr was a post-doctoral researcher at CMU CyLab and the University of Maryland where he completed his Ph.D. within the Programming Languages group (PLUM).                             ",,
150,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,Javad Mohammadi,"Systems Scientist, Electrical and Computer Engineering","Bio Javad Mohammadi is a special faculty in Electrical and Computer Engineering at Carnegie Mellon University. Prior to that, he was with the Electrical Engineering Department at  Carnegie Mellon as a research scientist. He received his Ph.D. in Electrical and Computer Engineering from Carnegie Mellon University in 2016. As a graduate student, he received the innovation fellowship from Swartz Center for Entrepreneurship. His research interests include energy system optimization and control, distributed computations, smart grid and Electrified transportation systems. ",,
151,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,Granger Morgan,"Professor, Electrical and Computer Engineering
Hamerschlag University Professor of Engineering, Engineering and Public Policy","Bio M. Granger Morgan is the Hamerschlag University Professor of Engineering at Carnegie Mellon University.  He holds appointments in three academic units: the Department of Engineering and Public Policy; the Department of Electrical and Computer Engineering; and the H. John Heinz III College.  His research addresses problems in science, technology and public policy with a particular focus on energy, electric power, environmental systems, climate change, the adoption of new technologies, and risk analysis.  Much of his work has involved the development and demonstration of methods to characterize and treat uncertainty in quantitative policy analysis.  At Carnegie Mellon, Morgan co-directs (with Inês Azevedo) the NSF Center for Climate and Energy Decision Making and (with Jay Apt) the universitys Electricity Industry Center. Morgan is a Member of the National Academy of Sciences and of the American Academy of Arts and Sciences. At the National Academies, he serves as the NAS co-chair of the Report Review Committee and has chaired a variety of consensus studies.  Morgan is a member of the board for the International Risk Governance Council Foundation and of the Advisory Board for the E.ON Energy Research Center, RWTH Aachen.  He is a member of the DOEs Electricity Advisory Committee and of the Energy Advisory Committee of PNNL.  In the past, he served as Chair of the Science Advisory Board of the U.S. Environmental Protection Agency and as Chair of the Advisory Council of the Electric Power Research Institute.  He is a Fellow of the AAAS, the IEEE, and the Society for Risk Analysis.  He holds a BA from Harvard College (1963) where he concentrated in Physics, an MS in Astronomy and Space Science from Cornell (1965) and a Ph.D. from the Department of Applied Physics and Information Sciences at the University of California at San Diego (1969). ",,
152,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,José Moura,"Associate Department Head - Research & Strategic Initiatives, Electrical and Computer Engineering
Philip L. and Marsha Dowd University Professor, Electrical and Computer Engineering","Bio José M. F. Moura is the Philip L. and Marsha Dowd University Professor at Carnegie Mellon University, with the Electrical and Computer Engineering and, by courtesy, the BioMedical Engineering. He is a member of the US National Academy of Engineers, see IEEE Technical SPOTLIGHT announcement, Fellow of the US National Academy of Inventors, a corresponding member of the Portugal Academy of Science, an IEEE Fellow, and Fellow of the AAAS. ",,
153,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,Linda Moya,"Assistant Teaching Professor, Electrical and Computer Engineering
Social and Decisional Sciences","Bio Linda Moya received her PhD in Psychology/Cognitive Neuroscience, and her Masters of Philosophy in Public Policy and Management from Carnegie Mellon University in 2011. She has a Masters of Science in Industrial Engineering from Stanford University and a Bachelors of Science and Engineering in Electrical Engineering and Computer Science from Princeton University. Prior to pursuing her PhD, Linda spent 17 years in the computer and telecommunications industries in various engineering, middle and executive management positions at Hewlett-Packard and AT&T. Immediately prior to pursuing her PhD Linda co-founded a wireless startup that was sold to Nokia in 2003. ",,
154,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,Tamal Mukherjee,"Professor, Electrical and Computer Engineering","Bio Tamal Mukherjee is interested in design techniques and methodologies at the boundary of analog, RF, microelectromechanical systems and microfluidic systems. Applications include inertial MEMS to support  GPS-challenged navigation, RF communication and localization to augment inertial MEMS. His recent interest has been in on high dynamic  range sensing through sensor fusion using multiple sensors (either on a single chip or across multiple chips in a sensor system). Typically this involves using multiple types of physics to extend the dynamic range of a single sensor. ",,
155,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,Bill Nace,"Associate Teaching Professor, Electrical and Computer Engineering","Bio                                                    Research Keywords  Digital design Embedded systems Networks     Assistant      Related news   Monday, May 20, 2019 Congratulations to the Class of 2019 Carnegie Mellon University celebrated its 122nd Commencement on Sunday, May 19.         Apply now   Admissions FAQ   Information for California programs   Map & directions   Careers   Contact         Undergraduate portal   Graduate portal   Faculty & staff portal   Alumni   Directory                     Electrical and Computer Engineering                                 College of Engineering                 Carnegie Mellon University     5000 Forbes Avenue     Pittsburgh, PA 15213   Legal Info www.cmu.edu  © 2016 Carnegie Mellon University        ———          Search   Search  Search this site only   Electrical and Computer Engineering ▾▾               About                          Faculty and staff                          Contact                          Alumni council                          Employment opportunities                          History                          Visitor information                          Giving                          Strategic plan                          Facts and rankings                          Faculty awards                          Recruiting                          Corporate relations                          Sponsorships                            Admissions                          Graduate application deadlines                          Graduate application guidelines                          Graduate requirements                          Graduate FAQ                          Additional information for California programs                            Academics                          B.S. in ECE                          Courses                          Academic guide                          Concentration                          Research                          Study abroad                          Cooperative education program                          Summer internship                            Integrated B.S./M.S                          M.S. in ECE                          Locations                          Africa                          Silicon Valley                          Thailand                            Requirements                          Concentrations                          Courses                            M.S. in Software Engineering                          Requirements                          Courses                            M.S./MBA                          Ph.D. in ECE                          Locations                          Pittsburgh                          Portugal                          Silicon Valley                          Thailand                          Washington, D.C.                            Requirements                          Course breadth requirements                          Breadth areas                          Progress review                          Qualifying exam                          Prospectus                          Thesis and defense                          Fellowship opportunities                          Courses                          Project report                              Student resources                          Alumni advising                          Career opportunities                          Commencement awards                          Traditions                          Organizations                          Diversity, Inclusion & Outreach Committee                            Research                          Research labs                          Research centers                            Alumni                          Alumni events                          Alumni headlines                          Alumni advisor network                            News and events                          News                          ECE seminars                          Diploma ceremony                            Directory                          Faculty                          Courtesy faculty                          Adjunct faculty                          Staff                  _ujv=1.5; ",,
156,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,Priya Narasimhan,"Professor, Electrical and Computer Engineering","Bio Priya Narasimhan is a Professor of Electrical & Computer Engineeringat Carnegie Mellon University. Her research interests lie in the fields of dependable distributed systems, fault-tolerance, embedded systems, mobile systems and sports technology. She serves as the academic lead of the Intel Science and Technology Center in Embedded Computing (ISTC-EC) that comprises Carnegie Mellon, Penn State, UIUC, University of Pennsylvania, Cornell, UC Berkeley and Georgia Tech. Priya Narasimhan is the CEO and Founder of YinzCam, Inc., a Carnegie Mellon spin-off company focused on mobile live streaming and scalable video technologies to provide the ultimate mobile fan experience to 40+ professional sports teams/venues. Her spare time is devoted to to watching professional (American) football and ice-hockey games. She is a rabid fan of the Pittsburgh Steelers and the Pittsburgh Penguins. Here we go, Steelers! Lets go, Pens!  ",,
157,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,Rohit Negi,"Professor, Electrical and Computer Engineering",Bio                                           ,,
158,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,David OHallaron,"Professor, Electrical and Computer Engineering
Computer Science Department","Bio Professor OHallaron works in the broad area of computer systems, with specific interests in scientific computing, parallel computing, computational database systems, and virtualization. He is currently leading (with Jacobo Bielak, CEE) the Carnegie Mellon Quake project, which is developing the capability to predict the motion of the ground during strong earthquakes. He is also leading, with Greg Ganger (ECE) and Natassa Ailimaki (SCS), an effort to develop Comptutational Database Systems that represent massive scientific datasets as database structures and that perform the scientific computing process by creating, querying, and updating these databases. Finally, he is also working with Satya (CMU CS) and Mike Kozutch (Intel Lab Pittsburgh) on Internet Suspend/Resume, which combines virtual machines and distributed storage systems to allow people to access their personal computers from any other computer. In 1998 the CMU School of Computer Science awarded Professor OHallaron and the other members of the CMU Quake Project the Allen Newell Medal for Research Excellence. In 2000, a benchmark he developed for the Quake project, 183.equake, was selected by SPEC for inclusion in the influential CPU2000 and CPU2000omp (Open MP) benchmark suites. In November 2003, Prof OHallaron and the other members of the Quake team won the 2003 Gordon Bell Prize, the top international prize in high-performance computing. In Spring 2004, he was awarded the Herbert Simon Award for Teaching Excellence by the CMU School of Computer Science. With Randy Bryant, he recently published a new core computer systems text (Computer Systems: A Programmers Perspective, Prentice Hall, 2003) that has been adopted by numerous schools worldwide. ",,
159,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,Jeyanandh Paramesh,"Associate Professor, Electrical and Computer Engineering","Bio I received the B.Tech, M.S and PhD degrees from IIT Madras, Oregon State University and the University of Washington, Seattle, respectively, all in Electrical Engineering. Between 1998 and 2004, I held product development and research positions at Analog Devices, Motorola and Intel, where I developed RF and mixed-signal ICs for applications in communication systems including multi-antenna transceivers, data converters, power amplifiers, frequency synthesizers etc. ",,
160,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,Bryan Parno,"Associate Professor, Electrical and Computer Engineering","Bio Bryan Parno is an Associate Professor with a joint appointment in Carnegie Mellon Universitys Computer Science Department and Electrical & Computer Engineering Department, and a Senior Member of ACM and IEEE. After receiving a Bachelors degree from Harvard College, he completed his PhD working with Adrian Perrig at Carnegie Mellon University, where his dissertation won the 2010 ACM Doctoral Dissertation Award. He then spent six years as a Researcher in Microsoft Research before returning to CMU. Research Bryans research is primarily focused on investigating long-term, fundamental improvements in how to design and build secure systems. In 2011, he was selected for Forbes 30-Under-30 Science List. He formalized and worked to optimize verifiable computation, receiving a Best Paper Award at the IEEE Symposium on Security and Privacy his advances. He coauthored a book on Bootstrapping Trust in Modern Computers, and his work in that area has been incorporated into the latest security enhancements in Intel CPUs. His research into security for new application models was incorporated into Windows and received Best Paper Awards at the IEEE Symposium on Security and Privacy and the USENIX Symposium on Networked Systems Design and Implementation. He has recently extended his interest in bootstrapping trust to the problem of building practical, formally verified secure systems. His other research interests include user authentication, secure network protocols, and security in constrained environments (e.g., RFID tags, sensor networks, or vehicles). Keywords  Secure systems End-to-end guarantees Formal software verification Applied Cryptography Data privacy Usable security     Assistant Website      Related news   Friday, May 03, 2019 Parno collaborates on cryptographic provider and library Team Everest, a joint Microsoft-academia collaboration, recently released a cryptographic provider called EverCrypt. ECE’s Bryan Parno, worked on the project,     Friday, March 29, 2019 Parno quoted in PopSci on end-to-end encryption One proponent of encryption is ECE’s Bryan Parno, who emphasizes that it is essentially impossible to break.     Monday, March 04, 2019 Building a verifiably-secure internet Parno and his Electrical and Computer Engineering (ECE) Ph.D. student Aymeric Fromherz, in collaboration with researchers from Microsoft, have developed a programming tool called ""Vale"" that can mathematically verify the security of low-level assembly code, such as cryptographic code that runs when one browses the internet.     Monday, September 24, 2018 Providing secure and resilient naval software CMU Team Receives $7.5M Office of Naval Research Grant in Collaboration with Penn and Stanford on Software Complexity Reduction.     Tuesday, May 29, 2018 Parno quoted by WSJ on Intel chip flaws The Wall Street Journal quoted Bryan Parno about Intel’s Spectre and Meltdown chip flaws.     Thursday, February 15, 2018 Parno receives 2018 Sloan Research Fellowship The fellowship, awarded annually since 1955, honors early career scholars whose achievements put them among the very best scientific minds working today. Winners receive a two-year, $65,000 fellowship to further their research.     Monday, February 05, 2018 Celebrating ""SSL,"" the unsung hero of online shopping Bryan Parno says it’s hard to imagine modern online shopping without a protocol like SSL or TLS. If you can’t communicate securely with the shopping site, then all of the information you send or receive could be intercepted along the way.     Thursday, February 01, 2018 Parno quoted on Chronicle, Alphabets newest cybersecurity company Recently, Alphabet–Googles parent company–developed a new cybersecurity platform called Chronicle that companies can use to help comprehend their own security data.     Thursday, September 07, 2017 Improving web security without sacrificing performance Chances are, you’re reading this article on a web browser that uses HTTPS, the protocol over which data is sent between a web browser and the website users are connected to. In fact, nearly half of all web traffic passes through HTTPS. Despite the “S” for security in “HTTPS,” this protocol is far from perfectly secure.       Wednesday, February 08, 2017 Meet the new ECE faculty members As a new semester begins, we welcome four new faculty members to ECE. Meet Giulia Fanti, Carlee Joe-Wong, Gauri Joshi, and Bryan Parno.         Apply now   Admissions FAQ   Information for California programs   Map & directions   Careers   Contact         Undergraduate portal   Graduate portal   Faculty & staff portal   Alumni   Directory                     Electrical and Computer Engineering                                 College of Engineering                 Carnegie Mellon University     5000 Forbes Avenue     Pittsburgh, PA 15213   Legal Info www.cmu.edu  © 2016 Carnegie Mellon University        ———          Search   Search  Search this site only   Electrical and Computer Engineering ▾▾               About                          Faculty and staff                          Contact                          Alumni council                          Employment opportunities                          History                          Visitor information                          Giving                          Strategic plan                          Facts and rankings                          Faculty awards                          Recruiting                          Corporate relations                          Sponsorships                            Admissions                          Graduate application deadlines                          Graduate application guidelines                          Graduate requirements                          Graduate FAQ                          Additional information for California programs                            Academics                          B.S. in ECE                          Courses                          Academic guide                          Concentration                          Research                          Study abroad                          Cooperative education program                          Summer internship                            Integrated B.S./M.S                          M.S. in ECE                          Locations                          Africa                          Silicon Valley                          Thailand                            Requirements                          Concentrations                          Courses                            M.S. in Software Engineering                          Requirements                          Courses                            M.S./MBA                          Ph.D. in ECE                          Locations                          Pittsburgh                          Portugal                          Silicon Valley                          Thailand                          Washington, D.C.                            Requirements                          Course breadth requirements                          Breadth areas                          Progress review                          Qualifying exam                          Prospectus                          Thesis and defense                          Fellowship opportunities                          Courses                          Project report                              Student resources                          Alumni advising                          Career opportunities                          Commencement awards                          Traditions                          Organizations                          Diversity, Inclusion & Outreach Committee                            Research                          Research labs                          Research centers                            Alumni                          Alumni events                          Alumni headlines                          Alumni advisor network                            News and events                          News                          ECE seminars                          Diploma ceremony                            Directory                          Faculty                          Courtesy faculty                          Adjunct faculty                          Staff                  _ujv=1.5; ",,
161,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,Gianluca (Gian) Piazza,"Professor, Electrical and Computer Engineering
Director, Nanofab","Bio Gianluca Piazza is a Professor in the Department of Electrical and Computer Engineering at Carnegie Mellon University and the Director of the John and Claire Bertucci Nanotechnology Laboratory (a.k.a. the CMU Nanofabrication Facility). He also holds a courtesy appointment in the Department of Mechanical Engineering. Prior to joining CMU he was the Wilf Family Term Assistant Professor in the department of Electrical and Systems Engineering at the University of Pennsylvania. His research interests focus on piezoelectric micro and nano electromechanicalsystems (M/NEMS) for RF wireless communication, optomechanics, chemical/biological detection, and mechanical computing. He also has a general interest in the areas of micro/nano fabrication techniques and integration of micro/nano devices with state-of-the-art electronics. He has more than 10 years of experience working with piezoelectric materials and devices. He holds several patents in the field of micromechanical resonators some of which have been acquired by industry. He received the IBM Young Faculty Award in 2006 and has won, with his students, the Best Paper Award at the IEEE Frequency Control Symposium in 2008, 2009, 2011 and 2013, and at the IEEE Ultrasonic Symposium in 2012. He serves as an associate editor for the IEEE Journal of MicroElectroMechanical Systems (JMEMS). ",,
162,Carnegie Mellon University,College of Engineering,Electrical & Computer Engineering,Faculty,Larry Pileggi,"Department Head, Electrical and Computer Engineering
Tanoto Professor, Electrical and Computer Engineering","Bio Larry Pileggi is the Tanoto Professor and Head of Electrical and Computer Engineering. He has previously held positions at Westinghouse Research and Development and the University of Texas at Austin. His research interests include various aspects of digital and analog integrated circuit design and design methodologies, and simulation and modeling of electric power systems. He has consulted for various semiconductor and EDA companies, and he co-founded Fabbrix, Extreme DA, and Pearl Street Technologies. He has received various awards, including Westinghouse corporation’s highest engineering achievement award, a Presidential Young Investigator award from the National Science Foundation, Semiconductor Research Corporation (SRC) Technical Excellence Awards in 1991 and 1999, the FCRP inaugural Richard A. Newton GSRC Industrial Impact Award, the SRC Aristotle award in 2008, the 2010 IEEE Circuits and Systems Society Mac Van Valkenburg Award, the ACM/IEEE A. Richard Newton Technical Impact Award in Electronic Design Automation in 2011, the Carnegie Institute of Technology B.R. Teare Teaching Award for 2013, and the 2015 Semiconductor Industry Association (SIA) University Researcher Award. He is a co-author of “Electronic Circuit and System Simulation Methods,” McGraw-Hill, 1995 and “IC Interconnect Analysis,” Kluwer, 2002. He has published over 300 conference and journal papers and holds 40 U.S. patents. He is a fellow of IEEE. ",,
